timestamp,Carrier,OriginCityName,OriginCountry,DestCityName,DestCountry,FlightTimeMin,AvgTicketPrice,Cancelled,FlightDelayType,FlightDelay,DistanceKilometers
"2020-03-01T20:19:55.000Z","Logstash Airways",Istanbul,TR,"San Antonio",US,"552.9009001884963","577.7238678482951",false,"No Delay",false,"10505.11710358143"
"2020-03-01T20:10:13.000Z","Kibana Airlines",Osaka,JP,Milan,IT,"534.3758264190085","795.9052776108571",false,"No Delay",false,"9618.764875542152"
"2020-03-01T20:08:25.000Z","Logstash Airways",Amsterdam,NL,Lima,PE,"1033.5722114950468","1078.6406790975925",false,"Late Aircraft Delay",true,"10511.438749435607"
"2020-03-01T20:03:31.000Z","Kibana Airlines",Shanghai,CN,Belogorsk,RU,"188.38895888834844","840.4611903950847",false,"NAS Delay",true,"2294.223342213575"
"2020-03-01T20:03:31.000Z","Logstash Airways",Osaka,JP,"Jeju City",KR,"41.83314456577699","891.1445642801309",false,"No Delay",false,"836.6628913155398"
"2020-03-01T19:54:11.000Z",JetBeats,Miami,US,Tucson,US,"191.11067369529982","313.4291953245987",false,"No Delay",false,"3057.770779124797"
"2020-03-01T19:54:11.000Z",JetBeats,Quito,EC,Shanghai,CN,"1066.2724336166223","1053.5419730483895",false,"No Delay",false,"15994.086504249335"
"2020-03-01T19:51:23.000Z",JetBeats,Rome,IT,Vienna,AT,"38.400146515981604","684.9300961506799",false,"No Delay",false,"768.002930319632"
"2020-03-01T19:40:16.000Z","Kibana Airlines",Brisbane,AU,Cagliari,IT,"783.6315406438889","771.2801923202244",false,"No Delay",false,"16456.262353521666"
"2020-03-01T19:34:39.000Z",JetBeats,Istanbul,TR,Edmonton,CA,"559.6021091517273","680.7865272191519",false,"No Delay",false,"8953.633746427637"
"2020-03-01T19:21:16.000Z","ES-Air",Guangzhou,CN,Munich,DE,"1026.9124117939655","1191.0429351122139",true,"NAS Delay",true,"8902.948941527584"
"2020-03-01T19:17:53.000Z",JetBeats,Treviso,IT,Treviso,IT,60,"294.710648297039",false,"Carrier Delay",true,0
"2020-03-01T19:02:10.000Z","Logstash Airways",Portland,US,Zurich,CH,"728.7159040819681","1191.9641043265337",false,"Late Aircraft Delay",true,"5899.45446531149"
"2020-03-01T18:59:53.000Z","Logstash Airways",Tokyo,JP,"Xi'an",CN,"141.17263305614858","863.3880681737205",false,"No Delay",false,"2823.4526611229717"
"2020-03-01T18:40:21.000Z","Logstash Airways","Mexico City",MX,Portland,US,"490.40788035175115","1049.4900036328584",false,"Late Aircraft Delay",true,"3617.749726683272"
"2020-03-01T18:35:42.000Z","Logstash Airways",Bologna,IT,Melbourne,AU,"1044.451122063047","1085.1553392784897",false,"Weather Delay",true,"16100.12019713485"
"2020-03-01T18:28:07.000Z","Logstash Airways",Venice,IT,Winnipeg,CA,"531.8877522719969","920.6064157791642",true,"No Delay",false,"7446.4285318079565"
"2020-03-01T18:28:07.000Z","ES-Air",Tampa,US,"Xi'an",CN,"812.1411434754947","728.7219925037484",false,"No Delay",false,"12994.258295607915"
"2020-03-01T18:24:16.000Z","Logstash Airways",Winnipeg,CA,"Xi'an",CN,"606.8326980244123","748.9113201261928",false,"No Delay",false,"10316.155866415009"
"2020-03-01T18:19:33.000Z","ES-Air",Olenegorsk,RU,Venice,IT,"215.27870689576127","1190.114570302957",false,"No Delay",false,"2798.6231896448967"
"2020-03-01T18:18:07.000Z","Logstash Airways",Torino,IT,Zurich,CH,"12.428680254626428","897.3970513195263",false,"No Delay",false,"261.002285347155"
"2020-03-01T18:13:09.000Z","ES-Air","Chitose / Tomakomai",JP,Verona,IT,"1021.692411119329","1073.8100029687585",true,"Carrier Delay",true,"9093.616522312619"
"2020-03-01T18:12:20.000Z",JetBeats,Mumbai,IN,Melbourne,AU,"816.3260242689256","549.8618482315433",false,"No Delay",false,"9795.912291227107"
"2020-03-01T18:06:11.000Z","ES-Air",Osaka,JP,"Chitose / Tomakomai",JP,"74.24708668748526","231.8551262377785",false,"No Delay",false,"1039.4592136247936"
"2020-03-01T17:37:26.000Z","ES-Air",Bogota,CO,Belogorsk,RU,"887.9465374709539","868.0747522456586",true,"Security Delay",true,"13450.984211948124"
"2020-03-01T17:23:45.000Z","ES-Air",Milan,IT,Winnipeg,CA,"531.0236875780635","1019.3545756274339",false,"NAS Delay",true,"7290.355313670952"
"2020-03-01T17:09:05.000Z","Logstash Airways","San Juan",PR,"Buenos Aires",AR,"424.8003905269411","730.4424897789888",true,"No Delay",false,"5947.205467377175"
"2020-03-01T17:07:09.000Z","Logstash Airways",Stockholm,SE,Sydney,AU,"1777.0585698050616","684.5561275334592",false,"Security Delay",true,"15587.644267855676"
"2020-03-01T17:04:12.000Z",JetBeats,Tampa,US,Treviso,IT,"682.1546400852588","841.8907202568946",true,"No Delay",false,"8185.855681023106"
"2020-03-01T16:57:01.000Z","Kibana Airlines","Xi'an",CN,"Xi'an",CN,165,"355.6157523064795",false,"Carrier Delay",true,0
"2020-03-01T16:40:54.000Z","Kibana Airlines",Bari,IT,Bogota,CO,"464.11080887542363","1012.6620251058478",false,"No Delay",false,"9746.326986383896"
"2020-03-01T16:23:20.000Z",JetBeats,London,GB,Tokyo,JP,"507.1708157564425","925.9675919134452",false,"No Delay",false,"9636.245499372408"
"2020-03-01T16:16:10.000Z","Logstash Airways",Istanbul,TR,Montreal,CA,"624.88971756583","1122.9557137584175",false,"Late Aircraft Delay",true,"7733.56632835579"
"2020-03-01T16:16:10.000Z","ES-Air",Hartford,US,Torino,IT,"518.3355999838781","524.3962298673725",true,"No Delay",false,"6220.027199806537"
"2020-03-01T16:09:59.000Z","ES-Air",Brisbane,AU,London,GB,"1031.5667454297622","538.7209034325177",false,"No Delay",false,"16505.067926876196"
"2020-03-01T16:07:20.000Z","ES-Air",Osaka,JP,Rome,IT,"885.7064383040225","921.6488882754318",false,"No Delay",false,"9742.770821344247"
"2020-03-01T16:03:10.000Z","Kibana Airlines","San Antonio",US,Winnipeg,CA,"464.1993490610926","1136.678150005227",true,"Late Aircraft Delay",true,"2264.78763216076"
"2020-03-01T15:55:10.000Z",JetBeats,"Jeju City",KR,Portland,US,"564.5998572535075","605.1918761077551",false,"No Delay",false,"11291.99714507015"
"2020-03-01T15:41:06.000Z","ES-Air",Bangalore,IN,Venice,IT,"392.0440586237751","529.7165481531755",false,"No Delay",false,"7056.793055227951"
"2020-03-01T15:41:06.000Z","ES-Air",Paris,FR,London,GB,"17.382641315008023","892.0331086545516",false,"No Delay",false,"347.6528263001605"
"2020-03-01T15:27:27.000Z","ES-Air","New York",US,Tokyo,JP,"573.6388675579828","1136.0959442550547",false,"No Delay",false,"10899.138483601675"
"2020-03-01T15:27:27.000Z","ES-Air",Winnipeg,CA,Winnipeg,CA,270,"480.45632044880244",false,"Late Aircraft Delay",true,0
"2020-03-01T15:07:11.000Z","Logstash Airways",Venice,IT,Venice,IT,150,"429.5805388731353",false,"Late Aircraft Delay",true,0
"2020-03-01T14:54:34.000Z",JetBeats,Adelaide,AU,Washington,US,"1610.7618269054083","858.1443369038839",false,"NAS Delay",true,"16809.1419228649"
"2020-03-01T14:40:05.000Z",JetBeats,Torino,IT,Warsaw,PL,"77.89401782807735","1184.1554070522866",true,"No Delay",false,"1246.3042852492376"
"2020-03-01T14:39:28.000Z",JetBeats,Milan,IT,Ottawa,CA,"368.6235106711204","587.0481973637732",false,"No Delay",false,"6266.599681409047"
"2020-03-01T14:32:13.000Z","Logstash Airways",Cologne,DE,Durban,ZA,"485.3375968249658","861.3256496949485",false,"No Delay",false,"9221.41433967435"
"2020-03-01T14:31:39.000Z","Kibana Airlines",Bogota,CO,Montreal,CA,"347.5023880735025","1007.3040547218907",false,"No Delay",false,"4517.531044955533"
"2020-03-01T14:15:07.000Z","ES-Air","Jebel Ali",AE,Dublin,IE,"297.1384731330999","928.5310902443762",true,"No Delay",false,"5942.769462661999"
"2020-03-01T14:04:11.000Z","ES-Air","Buenos Aires",AR,Hyderabad,IN,"902.5316961195458","655.3867947715959",false,"No Delay",false,"15343.038834032279"
"2020-03-01T14:03:05.000Z","Kibana Airlines","Jeju City",KR,Sydney,AU,"395.0237978364645","1015.1401424754488",false,"No Delay",false,"7900.4759567292895"
"2020-03-01T14:02:22.000Z","ES-Air",Ottawa,CA,Torino,IT,"444.3642051789397","759.3456388635402",false,"No Delay",false,"6221.098872505156"
"2020-03-01T13:32:15.000Z","Kibana Airlines",Catania,IT,Bangalore,IN,"480.08892623808345","999.0212564263425",false,"Security Delay",true,"6721.422819809335"
"2020-03-01T13:31:33.000Z","ES-Air",Dublin,IE,Tokyo,JP,"900.9080686693867","990.3826065926091",false,"Weather Delay",true,"9614.529098710187"
"2020-03-01T13:28:33.000Z","ES-Air",Paris,FR,Helsinki,FI,"146.15500464211556","673.7031871178319",false,"No Delay",false,"1900.0150603475022"
"2020-03-01T13:25:53.000Z","Logstash Airways",Guangzhou,CN,Montreal,CA,"1122.3255626105301","628.8828147329558",false,"No Delay",false,"12345.58118871583"
"2020-03-01T13:20:16.000Z","Kibana Airlines",Torino,IT,Warsaw,PL,"69.23912695829098","1055.3502132890076",true,"No Delay",false,"1246.3042852492376"
"2020-03-01T13:10:38.000Z","ES-Air",Adelaide,AU,Cagliari,IT,"1699.984645538144","807.7326147586634",false,"Late Aircraft Delay",true,"15564.831100919582"
"2020-03-01T12:32:18.000Z",JetBeats,Orlando,US,Tokyo,JP,"899.4195541078928","777.4766167852674",false,"No Delay",false,"11692.454203402607"
"2020-03-01T12:27:52.000Z","Kibana Airlines",Hyderabad,IN,"Xi'an",CN,"589.3219796937567","594.0540183976791",false,"Carrier Delay",true,"3566.185736018838"
"2020-03-01T12:24:58.000Z","Logstash Airways",London,GB,Stockholm,SE,"328.3144355429107","861.3841135637027",false,"Weather Delay",true,"1466.2887108582138"
"2020-03-01T12:22:16.000Z","Logstash Airways",Zurich,CH,Zurich,CH,300,"308.35517140080987",false,"Carrier Delay",true,0
"2020-03-01T12:13:55.000Z","ES-Air","Mexico City",MX,Tokyo,JP,"663.0330415711117","994.3562714460177",false,"No Delay",false,"11271.561706708899"
"2020-03-01T12:07:32.000Z","ES-Air",Bogota,CO,Belogorsk,RU,"960.7845865677231","1175.9079216638825",false,"No Delay",false,"13450.984211948124"
"2020-03-01T12:05:52.000Z","Kibana Airlines","Jeju City",KR,Tokyo,JP,"402.0519050586324","899.9472774365917",false,"Carrier Delay",true,"1296.9342910553842"
"2020-03-01T12:02:49.000Z",JetBeats,Bogota,CO,Syracuse,US,"714.9648640067953","817.3689521751049",false,"Security Delay",true,"4259.578368081543"
"2020-03-01T11:45:58.000Z","Kibana Airlines",London,GB,Montreal,CA,"276.90247458427945","530.7993561801253",false,"No Delay",false,"5261.14701710131"
"2020-03-01T11:38:46.000Z","Logstash Airways",Santiago,CL,Zurich,CH,"583.4525615559035","603.1683244794137",false,"Late Aircraft Delay",true,"11937.503792673971"
"2020-03-01T11:34:41.000Z","ES-Air",Tulsa,US,"Xi'an",CN,"692.8295872836334","1194.0236452922072",false,"No Delay",false,"11778.102983821767"
"2020-03-01T11:27:47.000Z","ES-Air",Johannesburg,ZA,Shanghai,CN,"1158.202187476745","852.2831896271325",false,"Carrier Delay",true,"11741.628437197684"
"2020-03-01T11:24:57.000Z",JetBeats,Lima,PE,Winnipeg,CA,"671.0528334973585","833.0459377738102",false,"Carrier Delay",true,"7136.845335957735"
"2020-03-01T11:23:23.000Z",JetBeats,Beijing,CN,Helsinki,FI,"451.7556393848164","630.7795261027454",false,"No Delay",false,"6324.57895138743"
"2020-03-01T11:20:18.000Z","ES-Air",Verona,IT,Zurich,CH,"44.59508609603358","531.0000926306536",false,"Security Delay",true,"291.90172192067166"
"2020-03-01T11:19:12.000Z","Logstash Airways",Shanghai,CN,Shanghai,CN,0,"357.5628415313752",true,"No Delay",false,0
"2020-03-01T11:11:47.000Z","Kibana Airlines",Seoul,KR,Treviso,IT,"511.7853472243217","756.8809407399405",true,"No Delay",false,"8700.350902813469"
"2020-03-01T10:56:31.000Z","Logstash Airways",Montreal,CA,Vienna,AT,"690.0923267457988","1014.0527874787632",false,"Security Delay",true,"6481.107920949586"
"2020-03-01T10:54:41.000Z","ES-Air",Tokyo,JP,Venice,IT,"599.7142321342262","929.6961359961456",false,"No Delay",false,"9595.42771414762"
"2020-03-01T10:54:28.000Z","Logstash Airways",Paris,FR,Tokyo,JP,"486.6782978411669","780.8607168833655",false,"No Delay",false,"9733.565956823339"
"2020-03-01T10:41:40.000Z","ES-Air","San Antonio",US,Stockholm,SE,"494.8463513020081","1073.1833398797767",false,"NAS Delay",true,"8547.080674738154"
"2020-03-01T10:41:40.000Z","Logstash Airways",Rome,IT,Shanghai,CN,"457.7036077686306","752.1729247046774",false,"No Delay",false,"9154.072155372613"
"2020-03-01T10:36:27.000Z","Kibana Airlines",Osaka,JP,Stockholm,SE,"404.1085921704554","912.6919128422276",false,"No Delay",false,"8082.171843409107"
"2020-03-01T10:36:27.000Z","Logstash Airways",Tokyo,JP,"Chitose / Tomakomai",JP,"65.53325770647238","376.52968733115756",false,"No Delay",false,"786.3990924776685"
"2020-03-01T10:29:03.000Z",JetBeats,Greensboro,US,Tokyo,JP,"922.8669136140037","1181.8748577991928",false,"No Delay",false,"11074.402963368044"
"2020-03-01T10:29:03.000Z",JetBeats,"New Orleans",US,Warsaw,PL,"781.3725906845774","825.7438564655986",false,"Weather Delay",true,"8727.451813691549"
"2020-03-01T10:24:42.000Z","ES-Air",Belogorsk,RU,Vienna,AT,"691.9448392682586","729.7881706798429",true,"NAS Delay",true,"7240.282910487363"
"2020-03-01T10:24:30.000Z","Logstash Airways",Casper,US,Lima,PE,"338.87553085869524","611.3702324518317",false,"No Delay",false,"6777.510617173905"
"2020-03-01T10:21:53.000Z",JetBeats,Winnipeg,CA,Winnipeg,CA,180,"445.71492041764446",false,"Security Delay",true,0
"2020-03-01T10:13:32.000Z","ES-Air","Buenos Aires",AR,Winnipeg,CA,"835.9544291087783","662.3069924601468",false,"Late Aircraft Delay",true,"10131.225294849231"
"2020-03-01T10:05:47.000Z",JetBeats,Belogorsk,RU,"Xi'an",CN,"116.3275030101668","562.3446112788679",false,"No Delay",false,"2442.8775632135025"
"2020-03-01T10:02:21.000Z","Logstash Airways",Winnipeg,CA,"Xi'an",CN,"542.9555719165794","739.1321653662102",false,"No Delay",false,"10316.155866415009"
"2020-03-01T09:52:27.000Z","Logstash Airways",Shanghai,CN,Tucson,US,"1007.0225888004686","802.5753363313954",false,"No Delay",false,"11077.248476805154"
"2020-03-01T09:16:17.000Z",JetBeats,"Frankfurt am Main",DE,"Buenos Aires",AR,"675.2435117902072","962.3488133503207",false,"No Delay",false,"11479.139700433523"
"2020-03-01T09:02:07.000Z",JetBeats,"Frankfurt am Main",DE,Ottawa,CA,"375.1295866224191","595.9612849755385",false,"No Delay",false,"6002.073385958705"
"2020-03-01T08:58:52.000Z","ES-Air",Treviso,IT,Winnipeg,CA,"530.454864421966","685.7261810818882",false,"No Delay",false,"7426.368101907524"
"2020-03-01T08:52:06.000Z","Logstash Airways",Cologne,DE,Tokyo,JP,"624.7931817645389","740.0283715434502",false,"No Delay",false,"9371.897726468083"
"2020-03-01T08:35:17.000Z",JetBeats,Portland,US,Belogorsk,RU,"519.1047638232753","623.3224772092515",false,"No Delay",false,"9343.885748818955"
"2020-03-01T08:28:21.000Z",JetBeats,Osaka,JP,"Buenos Aires",AR,"1697.4049705546215","1102.8144645388556",false,"Carrier Delay",true,"18748.85964665546"
"2020-03-01T08:25:54.000Z","Kibana Airlines",Sydney,AU,Torino,IT,"926.7378637397628","1157.5077271483356",false,"No Delay",false,"16681.28154731573"
"2020-03-01T08:13:59.000Z","Logstash Airways",Seoul,KR,Manchester,GB,"463.51096804687336","697.2083968654315",false,"No Delay",false,"8806.708392890594"
"2020-03-01T08:06:52.000Z","Kibana Airlines",Treviso,IT,Warsaw,PL,"53.754613077750236","1002.2862000309508",false,"No Delay",false,"967.5830353995043"
"2020-03-01T08:00:22.000Z","Logstash Airways",Dublin,IE,Lima,PE,"997.1499104788722","701.0741967880442",false,"NAS Delay",true,"9842.94883622534"
"2020-03-01T07:51:48.000Z","Logstash Airways",Venice,IT,Winnipeg,CA,"391.9172911477872","1083.6016862775346",false,"No Delay",false,"7446.4285318079565"
"2020-03-01T07:28:30.000Z","Kibana Airlines",Guangzhou,CN,Warsaw,PL,"407.1109872570746","766.9653171648087",false,"No Delay",false,"8142.219745141492"
"2020-03-01T07:14:34.000Z","ES-Air",Spokane,US,Tulsa,US,"156.18016823996453","403.6147064445326",false,"No Delay",false,"2186.5223553595033"
"2020-03-01T07:01:23.000Z","Kibana Airlines",Olenegorsk,RU,Hyderabad,IN,"593.3153952912994","506.63232728025105",false,"Late Aircraft Delay",true,"6474.623301117288"
"2020-03-01T06:55:18.000Z","ES-Air",Melbourne,AU,Moscow,RU,"1350.8869709228984","979.9251607517656",false,"NAS Delay",true,"14410.64365107478"
"2020-03-01T06:54:51.000Z","Kibana Airlines","Los Angeles",US,Olenegorsk,RU,"717.1193724928843","1085.342629338636",false,"Carrier Delay",true,"8444.50682235057"
"2020-03-01T06:50:34.000Z","ES-Air",Berlin,DE,Venice,IT,"65.62342830068869","673.4112456723967",true,"No Delay",false,"787.4811396082642"
"2020-03-01T06:36:31.000Z","Kibana Airlines",Rome,IT,Treviso,IT,"35.6306466458126","326.3491129376952",false,"No Delay",false,"427.56775974975113"
"2020-03-01T06:31:57.000Z","Logstash Airways",Stockholm,SE,Belogorsk,RU,"566.5664780208563","841.6862561718943",false,"No Delay",false,"6232.231258229419"
"2020-03-01T06:29:14.000Z",JetBeats,Toronto,CA,Sydney,AU,"777.5676347811966","540.5767819371216",false,"No Delay",false,"15551.352695623931"
"2020-03-01T06:24:02.000Z","ES-Air",Cagliari,IT,Tulsa,US,"541.4385682860706","988.7706041878924",false,"No Delay",false,"8663.017092577129"
"2020-03-01T06:22:51.000Z",JetBeats,Bogota,CO,Zurich,CH,"477.731800238767","667.5831441247154",false,"No Delay",false,"9076.904204536573"
"2020-03-01T06:19:58.000Z","Kibana Airlines",Mumbai,IN,Venice,IT,"685.5189017160171","983.42924366226",true,"NAS Delay",true,"6232.783525740257"
"2020-03-01T06:17:54.000Z","ES-Air",Santiago,CL,Bergamo,IT,"850.9524373651718","1176.1905251500007",false,"No Delay",false,"11913.334123112405"
"2020-03-01T06:04:44.000Z","ES-Air","Xi'an",CN,"Xi'an",CN,330,"479.3173585143557",false,"Carrier Delay",true,0
"2020-03-01T06:01:48.000Z","Kibana Airlines",Amsterdam,NL,Ottawa,CA,"282.40062421191567","1181.770021958397",false,"No Delay",false,"5648.012484238313"
"2020-03-01T05:55:58.000Z","Kibana Airlines","Chitose / Tomakomai",JP,Zurich,CH,"562.5669069887532","947.5929329790949",false,"No Delay",false,"9001.070511820051"
"2020-03-01T05:43:48.000Z",JetBeats,Tokoname,JP,Quito,EC,"980.9752260837215","514.788416546782",false,"No Delay",false,"14714.628391255823"
"2020-03-01T05:43:23.000Z","Logstash Airways",Seoul,KR,"San Juan",PR,"1004.1429655876954","942.893674824945",false,"NAS Delay",true,"13663.716346166211"
"2020-03-01T05:41:51.000Z","Logstash Airways",Amsterdam,NL,Brisbane,AU,"771.3054415756753","587.1699205038565",false,"No Delay",false,"16197.414273089182"
"2020-03-01T05:36:05.000Z","Kibana Airlines",Ottawa,CA,Belogorsk,RU,"824.0241752186787","1105.211802628739",true,"No Delay",false,"9064.265927405466"
"2020-03-01T05:34:41.000Z","Kibana Airlines",Norfolk,US,"Raleigh/Durham",US,"17.201422526373065","333.54830109231887",false,"No Delay",false,"258.021337895596"
"2020-03-01T05:31:49.000Z",JetBeats,Rome,IT,Munich,DE,"36.558939961774556","916.6300318193023",false,"No Delay",false,"731.178799235491"
"2020-03-01T05:15:37.000Z",JetBeats,Ottawa,CA,Belogorsk,RU,"959.0241752186787","645.5273309440878",false,"Carrier Delay",true,"9064.265927405466"
"2020-03-01T05:09:46.000Z",JetBeats,"Frankfurt am Main",DE,London,GB,"55.01336245151523","1067.1587485919154",false,"No Delay",false,"660.1603494181827"
"2020-03-01T05:09:21.000Z",JetBeats,Santiago,CL,"San Francisco",US,"919.1515868901881","624.7469584755165",false,"Late Aircraft Delay",true,"9505.576977133198"
"2020-03-01T05:01:36.000Z","Logstash Airways",London,GB,Warsaw,PL,"104.5189483891144","568.2664936290641",false,"No Delay",false,"1463.2652774476016"
"2020-03-01T04:58:52.000Z","ES-Air",Verona,IT,"Xi'an",CN,"417.2357818721936","1083.87751986603",false,"No Delay",false,"7927.479855571679"
"2020-03-01T04:47:00.000Z","Kibana Airlines",Bogota,CO,Zurich,CH,"533.9355414433278","580.7410275848639",true,"No Delay",false,"9076.904204536573"
"2020-03-01T04:45:06.000Z","Logstash Airways",Tokyo,JP,"Xi'an",CN,"156.85848117349843","782.7476478384798",false,"No Delay",false,"2823.4526611229717"
"2020-03-01T04:41:20.000Z","Logstash Airways",Cincinnati,US,Winnipeg,CA,"78.15650145221443","757.9835291016691",false,"No Delay",false,"1563.1300290442887"
"2020-03-01T04:30:52.000Z",JetBeats,Shanghai,CN,Shanghai,CN,"2.506563378895562","205.22327762166518",false,"No Delay",false,"45.11814082012012"
"2020-03-01T04:24:19.000Z",JetBeats,"Jebel Ali",AE,Catania,IT,"633.0330763826468","682.3259138889839",false,"NAS Delay",true,"4032.4630693570543"
"2020-03-01T04:21:39.000Z","Kibana Airlines",Shanghai,CN,Zurich,CH,"644.1790241105456","724.6070404601033",false,"No Delay",false,"9018.506337547638"
"2020-03-01T04:11:14.000Z","Logstash Airways",Dubai,AE,Dubai,AE,180,"361.76765888695354",true,"Late Aircraft Delay",true,0
"2020-03-01T04:09:55.000Z",JetBeats,Zurich,CH,Zurich,CH,0,"377.2709088961054",true,"No Delay",false,0
"2020-03-01T04:09:55.000Z","Kibana Airlines","Xi'an",CN,Zurich,CH,"379.25632269704937","934.0490906234154",false,"No Delay",false,"7964.382776638037"
"2020-03-01T04:09:27.000Z","Logstash Airways","Mexico City",MX,Belogorsk,RU,"937.5408107772912","997.7518761454494",false,"Carrier Delay",true,"10920.65297243666"
"2020-03-01T04:04:32.000Z","ES-Air",Cologne,DE,Bogota,CO,"428.25113632763777","554.2610798759248",false,"No Delay",false,"8993.273862880393"
"2020-03-01T03:54:56.000Z","Kibana Airlines","Abu Dhabi",AE,Toronto,CA,"619.0377888259125","781.0659105148637",false,"No Delay",false,"11142.680198866425"
"2020-03-01T03:52:56.000Z","Kibana Airlines",Toronto,CA,Sydney,AU,"1110.8109068302808","774.7286371596081",false,"No Delay",false,"15551.352695623931"
"2020-03-01T03:52:31.000Z","Logstash Airways",Denver,US,Genova,IT,"1122.4515129450124","830.5003548930606",false,"NAS Delay",true,"8551.966642395137"
"2020-03-01T03:39:42.000Z","ES-Air",Rome,IT,Milan,IT,"32.96252379720134","440.80930365019344",false,"No Delay",false,"527.4003807552215"
"2020-03-01T03:33:12.000Z","ES-Air",Cagliari,IT,Palermo,IT,"23.174668882023393","397.634176654189",false,"No Delay",false,"370.7947021123743"
